#QTLName	Parent_1	Parent_2	TraitName	Journal	Year	Volume	Page	Title
SCN 5-2	Evans	PI90763	Reaction to Heterodera glycines	Crop Science	1997	37	258-264	Genome mapping of soybean cyst nematode resistance genes in Peking, PI90763, and PI88788 using DNA markers
SCN 5-3	Evans	PI90763	Reaction to Heterodera glycines	Theoretical and Applied Genetics	1996	93	234-241	Targeted comparative genome analysis and qualitative mapping of a major partial-resistance gene to the soybean cyst nematode.
SCN 6-1	Evans	PI88788	Reaction to Heterodera glycines	Crop Science	1997	37	258-264	Genome mapping of soybean cyst nematode resistance genes in Peking, PI90763, and PI88788 using DNA markers
SCN 6-2	Evans	PI88788	Reaction to Heterodera glycines	Theoretical and Applied Genetics	1996	93	234-241	Targeted comparative genome analysis and qualitative mapping of a major partial-resistance gene to the soybean cyst nematode.
SCN 7-1	Evans	PI209332	Reaction to Heterodera glycines	Theoretical and Applied Genetics	1996	93	234-241	Targeted comparative genome analysis and qualitative mapping of a major partial-resistance gene to the soybean cyst nematode.
SCN 8-1	Essex	Forrest	Reaction to Heterodera glycines	Crop Science	1997	37	966-971	Association of loci underlying field-resistance to soybean sudden-death syndrome (SDS) and cyst-nematode (SCN) RACE-3
SCN 8-2	Essex	Forrest	Reaction to Heterodera glycines	Crop Science	1997	37	966-971	Association of loci underlying field-resistance to soybean sudden-death syndrome (SDS) and cyst-nematode (SCN) RACE-3
SCN 8-3	Essex	Forrest	Reaction to Heterodera glycines	Crop Science	1997	37	966-971	Association of loci underlying field-resistance to soybean sudden-death syndrome (SDS) and cyst-nematode (SCN) RACE-3
SCN 8-4	Essex	Forrest	Reaction to Heterodera glycines	Crop Science	1997	37	966-971	Association of loci underlying field-resistance to soybean sudden-death syndrome (SDS) and cyst-nematode (SCN) RACE-3
SCN 8-5	Essex	Forrest	Reaction to Heterodera glycines	Crop Science	1997	37	966-971	Association of loci underlying field-resistance to soybean sudden-death syndrome (SDS) and cyst-nematode (SCN) RACE-3
SCN 9-1	Peking	Essex	Reaction to Heterodera glycines	Breeding Science	1995	45	435-443	DNA markers for resistance to Heterodera glycines I. race 3 in soybean cultivar Peking
SCN 9-2	Peking	Essex	Reaction to Heterodera glycines	Breeding Science	1995	45	435-443	DNA markers for resistance to Heterodera glycines I. race 3 in soybean cultivar Peking
SCN 9-3	Peking	Essex	Reaction to Heterodera glycines	Breeding Science	1995	45	435-443	DNA markers for resistance to Heterodera glycines I. race 3 in soybean cultivar Peking
SCN 9-4	Peking	Essex	Reaction to Heterodera glycines	Breeding Science	1995	45	435-443	DNA markers for resistance to Heterodera glycines I. race 3 in soybean cultivar Peking
SCN 9-5	Peking	Essex	Reaction to Heterodera glycines	Breeding Science	1995	45	435-443	DNA markers for resistance to Heterodera glycines I. race 3 in soybean cultivar Peking
SCN 9-6	Peking	Essex	Reaction to Heterodera glycines	Breeding Science	1995	45	435-443	DNA markers for resistance to Heterodera glycines I. race 3 in soybean cultivar Peking
SDS 1-1	Essex	Forrest	Reaction to Fusarium solani f sp glycines infection	Crop Science	1996	36	393-400	Genetic mapping of loci underlying field resistance to soybean sudden death syndrome (SDS).
SDS 1-2	Essex	Forrest	Reaction to Fusarium solani f sp glycines infection	Crop Science	1996	36	393-400	Genetic mapping of loci underlying field resistance to soybean sudden death syndrome (SDS).
SDS 1-3	Essex	Forrest	Reaction to Fusarium solani f sp glycines infection	Crop Science	1996	36	393-400	Genetic mapping of loci underlying field resistance to soybean sudden death syndrome (SDS).
SDS 1-4	Essex	Forrest	Reaction to Fusarium solani f sp glycines infection	Crop Science	1996	36	393-400	Genetic mapping of loci underlying field resistance to soybean sudden death syndrome (SDS).
SDS 11-1	Flyer	Hartwig	Reaction to Fusarium solani f sp glycines infection					Separate loci underlie resistance to root infection and leaf scorch during soybean sudden death syndrome
SDS 11-2	Flyer	Hartwig	Reaction to Fusarium solani f sp glycines infection					Separate loci underlie resistance to root infection and leaf scorch during soybean sudden death syndrome
SDS 11-3	Flyer	Hartwig	Reaction to Fusarium solani f sp glycines infection					Separate loci underlie resistance to root infection and leaf scorch during soybean sudden death syndrome
SDS 11-4	Flyer	Hartwig	Reaction to Fusarium solani f sp glycines infection					Separate loci underlie resistance to root infection and leaf scorch during soybean sudden death syndrome
SDS 11-5	Flyer	Hartwig	Reaction to Fusarium solani f sp glycines infection					Separate loci underlie resistance to root infection and leaf scorch during soybean sudden death syndrome
SDS 12-1	PI 438489B	Hamilton	Reaction to Fusarium solani f sp glycines infection					The 'PI 438489B' by 'Hamilton' SNP-based genetic linkage map of soybean [Glycine max (L.) Merr.] identified quantitative trait loci that underlie seedling SDS resistance
SDS 13-1	PI438489B	Hamilton	Reaction to Fusarium solani f sp glycines infection					The 'PI 438489B' by 'Hamilton' SNP-based Genetic Linkage Map of Soybean [Glycine max (L.) Merr.] Identified Quantitative Trait Loci that Underlie Seedling SDS Resistance
SDS 13-10	PI438489B	Hamilton	Reaction to Fusarium solani f sp glycines infection					The 'PI 438489B' by 'Hamilton' SNP-based Genetic Linkage Map of Soybean [Glycine max (L.) Merr.] Identified Quantitative Trait Loci that Underlie Seedling SDS Resistance
SDS 13-11	PI438489B	Hamilton	Reaction to Fusarium solani f sp glycines infection					The 'PI 438489B' by 'Hamilton' SNP-based Genetic Linkage Map of Soybean [Glycine max (L.) Merr.] Identified Quantitative Trait Loci that Underlie Seedling SDS Resistance
SDS 13-12	PI438489B	Hamilton	Reaction to Fusarium solani f sp glycines infection					The 'PI 438489B' by 'Hamilton' SNP-based Genetic Linkage Map of Soybean [Glycine max (L.) Merr.] Identified Quantitative Trait Loci that Underlie Seedling SDS Resistance
SDS 13-13	PI438489B	Hamilton	Reaction to Fusarium solani f sp glycines infection					The 'PI 438489B' by 'Hamilton' SNP-based Genetic Linkage Map of Soybean [Glycine max (L.) Merr.] Identified Quantitative Trait Loci that Underlie Seedling SDS Resistance
SDS 13-14	PI438489B	Hamilton	Reaction to Fusarium solani f sp glycines infection					The 'PI 438489B' by 'Hamilton' SNP-based Genetic Linkage Map of Soybean [Glycine max (L.) Merr.] Identified Quantitative Trait Loci that Underlie Seedling SDS Resistance
SDS 13-15	PI438489B	Hamilton	Reaction to Fusarium solani f sp glycines infection					The 'PI 438489B' by 'Hamilton' SNP-based Genetic Linkage Map of Soybean [Glycine max (L.) Merr.] Identified Quantitative Trait Loci that Underlie Seedling SDS Resistance
SDS 13-2	PI438489B	Hamilton	Reaction to Fusarium solani f sp glycines infection					The 'PI 438489B' by 'Hamilton' SNP-based Genetic Linkage Map of Soybean [Glycine max (L.) Merr.] Identified Quantitative Trait Loci that Underlie Seedling SDS Resistance
SDS 13-3	PI438489B	Hamilton	Reaction to Fusarium solani f sp glycines infection					The 'PI 438489B' by 'Hamilton' SNP-based Genetic Linkage Map of Soybean [Glycine max (L.) Merr.] Identified Quantitative Trait Loci that Underlie Seedling SDS Resistance
SDS 13-4	PI438489B	Hamilton	Reaction to Fusarium solani f sp glycines infection					The 'PI 438489B' by 'Hamilton' SNP-based Genetic Linkage Map of Soybean [Glycine max (L.) Merr.] Identified Quantitative Trait Loci that Underlie Seedling SDS Resistance
SDS 13-5	PI438489B	Hamilton	Reaction to Fusarium solani f sp glycines infection					The 'PI 438489B' by 'Hamilton' SNP-based Genetic Linkage Map of Soybean [Glycine max (L.) Merr.] Identified Quantitative Trait Loci that Underlie Seedling SDS Resistance
SDS 13-6	PI438489B	Hamilton	Reaction to Fusarium solani f sp glycines infection					The 'PI 438489B' by 'Hamilton' SNP-based Genetic Linkage Map of Soybean [Glycine max (L.) Merr.] Identified Quantitative Trait Loci that Underlie Seedling SDS Resistance
SDS 13-7	PI438489B	Hamilton	Reaction to Fusarium solani f sp glycines infection					The 'PI 438489B' by 'Hamilton' SNP-based Genetic Linkage Map of Soybean [Glycine max (L.) Merr.] Identified Quantitative Trait Loci that Underlie Seedling SDS Resistance
SDS 13-8	PI438489B	Hamilton	Reaction to Fusarium solani f sp glycines infection					The 'PI 438489B' by 'Hamilton' SNP-based Genetic Linkage Map of Soybean [Glycine max (L.) Merr.] Identified Quantitative Trait Loci that Underlie Seedling SDS Resistance
SDS 13-9	PI438489B	Hamilton	Reaction to Fusarium solani f sp glycines infection					The 'PI 438489B' by 'Hamilton' SNP-based Genetic Linkage Map of Soybean [Glycine max (L.) Merr.] Identified Quantitative Trait Loci that Underlie Seedling SDS Resistance
SDS 14-1	MD 96-5722	Spencer	Reaction to Fusarium solani f sp glycines infection	3 Biotech				Quantitative trait loci underlying resistance to sudden death syndrome (SDS) in MD96-5722 by ‘Spencer’ recombinant inbred line population of soybean
SDS 14-10	MD 96-5722	Spencer	Reaction to Fusarium solani f sp glycines infection	3 Biotech				Quantitative trait loci underlying resistance to sudden death syndrome (SDS) in MD96-5722 by ‘Spencer’ recombinant inbred line population of soybean
SDS 14-11	MD 96-5722	Spencer	Reaction to Fusarium solani f sp glycines infection	3 Biotech				Quantitative trait loci underlying resistance to sudden death syndrome (SDS) in MD96-5722 by ‘Spencer’ recombinant inbred line population of soybean
SDS 14-12	MD 96-5722	Spencer	Reaction to Fusarium solani f sp glycines infection	3 Biotech				Quantitative trait loci underlying resistance to sudden death syndrome (SDS) in MD96-5722 by ‘Spencer’ recombinant inbred line population of soybean
SDS 14-13	MD 96-5722	Spencer	Reaction to Fusarium solani f sp glycines infection	3 Biotech				Quantitative trait loci underlying resistance to sudden death syndrome (SDS) in MD96-5722 by ‘Spencer’ recombinant inbred line population of soybean
SDS 14-2	MD 96-5722	Spencer	Reaction to Fusarium solani f sp glycines infection	3 Biotech				Quantitative trait loci underlying resistance to sudden death syndrome (SDS) in MD96-5722 by ‘Spencer’ recombinant inbred line population of soybean
SDS 14-3	MD 96-5722	Spencer	Reaction to Fusarium solani f sp glycines infection	3 Biotech				Quantitative trait loci underlying resistance to sudden death syndrome (SDS) in MD96-5722 by ‘Spencer’ recombinant inbred line population of soybean
SDS 14-4	MD 96-5722	Spencer	Reaction to Fusarium solani f sp glycines infection	3 Biotech				Quantitative trait loci underlying resistance to sudden death syndrome (SDS) in MD96-5722 by ‘Spencer’ recombinant inbred line population of soybean
SDS 14-5	MD 96-5722	Spencer	Reaction to Fusarium solani f sp glycines infection	3 Biotech				Quantitative trait loci underlying resistance to sudden death syndrome (SDS) in MD96-5722 by ‘Spencer’ recombinant inbred line population of soybean
SDS 14-6	MD 96-5722	Spencer	Reaction to Fusarium solani f sp glycines infection	3 Biotech				Quantitative trait loci underlying resistance to sudden death syndrome (SDS) in MD96-5722 by ‘Spencer’ recombinant inbred line population of soybean
SDS 14-7	MD 96-5722	Spencer	Reaction to Fusarium solani f sp glycines infection	3 Biotech				Quantitative trait loci underlying resistance to sudden death syndrome (SDS) in MD96-5722 by ‘Spencer’ recombinant inbred line population of soybean
SDS 14-8	MD 96-5722	Spencer	Reaction to Fusarium solani f sp glycines infection	3 Biotech				Quantitative trait loci underlying resistance to sudden death syndrome (SDS) in MD96-5722 by ‘Spencer’ recombinant inbred line population of soybean
SDS 14-9	MD 96-5722	Spencer	Reaction to Fusarium solani f sp glycines infection	3 Biotech				Quantitative trait loci underlying resistance to sudden death syndrome (SDS) in MD96-5722 by ‘Spencer’ recombinant inbred line population of soybean
SDS 15-1	A95-684043	LS94-3207	Reaction to Fusarium solani f sp glycines infection	Theoretical and Applied Genetics				Quantitative trait loci underlying host responses of soybean toÊFusarium virguliformeÊtoxins that cause foliar sudden death syndrome
SDS 15-2	A95-684043	LS94-3207	Reaction to Fusarium solani f sp glycines infection	Theoretical and Applied Genetics				Quantitative trait loci underlying host responses of soybean toÊFusarium virguliformeÊtoxins that cause foliar sudden death syndrome
SDS 15-3	A95-684043	LS94-3207	Reaction to Fusarium solani f sp glycines infection	Theoretical and Applied Genetics				Quantitative trait loci underlying host responses of soybean toÊFusarium virguliformeÊtoxins that cause foliar sudden death syndrome
SDS 15-4	A95-684043	LS94-3207	Reaction to Fusarium solani f sp glycines infection	Theoretical and Applied Genetics				Quantitative trait loci underlying host responses of soybean toÊFusarium virguliformeÊtoxins that cause foliar sudden death syndrome
SDS 15-5	A95-684043	LS94-3207	Reaction to Fusarium solani f sp glycines infection	Theoretical and Applied Genetics				Quantitative trait loci underlying host responses of soybean toÊFusarium virguliformeÊtoxins that cause foliar sudden death syndrome
SDS 15-6	A95-684043	LS94-3207	Reaction to Fusarium solani f sp glycines infection	Theoretical and Applied Genetics				Quantitative trait loci underlying host responses of soybean toÊFusarium virguliformeÊtoxins that cause foliar sudden death syndrome
SDS 15-7	A95-684043	LS94-3207	Reaction to Fusarium solani f sp glycines infection	Theoretical and Applied Genetics				Quantitative trait loci underlying host responses of soybean toÊFusarium virguliformeÊtoxins that cause foliar sudden death syndrome
SDS 15-8	A95-684043	LS94-3207	Reaction to Fusarium solani f sp glycines infection	Theoretical and Applied Genetics				Quantitative trait loci underlying host responses of soybean toÊFusarium virguliformeÊtoxins that cause foliar sudden death syndrome
SDS 15-9	A95-684043	LS94-3207	Reaction to Fusarium solani f sp glycines infection	Theoretical and Applied Genetics				Quantitative trait loci underlying host responses of soybean toÊFusarium virguliformeÊtoxins that cause foliar sudden death syndrome
SDS 16-1	A95-684043	LS98-0582	Reaction to Fusarium solani f sp glycines infection	Theoretical and Applied Genetics				Quantitative trait loci underlying host responses of soybean toÊFusarium virguliformeÊtoxins that cause foliar sudden death syndrome
SDS 16-2	A95-684043	LS98-0582	Reaction to Fusarium solani f sp glycines infection	Theoretical and Applied Genetics				Quantitative trait loci underlying host responses of soybean toÊFusarium virguliformeÊtoxins that cause foliar sudden death syndrome
